,Susceptible: 0-20,Exposed: 0-20,Infected (symptomatic): 0-20,Asymptomatically Infected: 0-20,Recovered: 0-20,Hospitalised: 0-20,Critical: 0-20,Deaths: 0-20,Susceptible: 20-40,Exposed: 20-40,Infected (symptomatic): 20-40,Asymptomatically Infected: 20-40,Recovered: 20-40,Hospitalised: 20-40,Critical: 20-40,Deaths: 20-40,Susceptible: 40+,Exposed: 40+,Infected (symptomatic): 40+,Asymptomatically Infected: 40+,Recovered: 40+,Hospitalised: 40+,Critical: 40+,Deaths: 40+,Time,Susceptible,Exposed,Infected (symptomatic),Asymptomatically Infected,Recovered,Hospitalised,Critical,Deaths,New Exposure,New Deaths
152,0.009241230419191799,4.500463554232793e-07,1.3034542457680103e-06,1.3192267264448625e-06,0.39073770107128913,1.2412783153694285e-07,2.043493688397993e-09,1.8869610866302026e-05,0.009241230419191799,4.500463554232793e-07,1.3034542457680103e-06,1.3192267264448625e-06,0.39056673903156564,1.241278315369429e-06,2.0434936883979578e-08,0.00018869610866302015,0.0008344311374314068,4.144256700724667e-08,1.7501199248813257e-07,1.8151669616381636e-07,0.19404465968262063,4.3035604347617274e-06,4.2822787798459765e-07,0.005116279420379452,152.0,0.019316891975815004,9.415352778538053e-07,2.7819204840241533e-06,2.8199701490535415e-06,0.9753490997854755,5.668966581668099e-06,4.5070630855697524e-07,0.0053238451399087745,9.378155781114561e-08,2.397924333272586e-07
153,0.009241192110401489,3.842808242927154e-07,1.1142183885209054e-06,1.1271318293891188e-06,0.39073819987814357,1.0999529889535081e-07,1.8116313125999946e-09,1.88705734826117e-05,0.009241192110401489,3.842808242927154e-07,1.1142183885209054e-06,1.1271318293891188e-06,0.3905673584544284,1.0999529889535088e-06,1.8116313125999137e-08,0.0001887057348261169,0.0008344276783630769,3.532604620908036e-08,1.4761571373227063e-07,1.5294132534671185e-07,0.19404507304774354,3.803919108147468e-06,3.7860129800171854e-07,0.005116480870401819,153.0,0.019316811899166054,8.038876947945112e-07,2.3760524907740816e-06,2.4072049841249495e-06,0.9753506313803155,5.0138673959963275e-06,3.9852924244031765e-07,0.005324057178710547,8.007664895059996e-08,2.120388017728611e-07
154,0.009241159399972795,3.2812528975078234e-07,9.524107754442968e-07,9.629834091649793e-07,0.39073862659030906,9.745762206898901e-08,1.6058021234990616e-09,1.887142681970159e-05,0.009241159399972795,3.2812528975078234e-07,9.524107754442968e-07,9.629834091649793e-07,0.3905678921781142,9.745762206898906e-07,1.6058021234990197e-08,0.0001887142681970158,0.0008344247247953179,3.011667933017578e-08,1.245469515256221e-07,1.2890719458653214e-07,0.19404543599834592,3.362042267371245e-06,3.3469348642738496e-07,0.005116658970279398,154.0,0.019316743524740908,6.863672588317404e-07,2.029368502414216e-06,2.0548740129164907e-06,0.9753519547667692,4.434076110130125e-06,3.523573097858742e-07,0.005324244665296116,6.837442514603942e-08,1.8748658556829584e-07
155,0.009241131469913379,2.801755603325939e-07,8.140644451620364e-07,8.227205923943667e-07,0.3907389916262665,8.633693760303565e-08,1.4231384685001767e-09,1.8872183146202358e-05,0.009241131469913379,2.801755603325939e-07,8.140644451620364e-07,8.227205923943667e-07,0.3905683521372664,8.63369376030357e-07,1.4231384685001548e-08,0.00018872183146202343,0.0008344222028680215,2.5678964377566762e-08,1.0511601626421808e-07,1.0868588417992481e-07,0.1940457547609698,2.971291722562337e-06,2.9585463487433003e-07,0.005116816408939777,155.0,0.01931668514269478,5.860300850427546e-07,1.7332449065882909e-06,1.7541270689686582e-06,0.9753530985245027,3.92099803619573e-06,3.115091580278318e-07,0.005324410423548002,5.83820461280693e-08,1.657582518865136e-07
156,0.009241107621671072,2.392326179240161e-07,6.957843554236327e-07,7.028714245794922e-07,0.39073930390057793,7.647489898394639e-08,1.2610692063120606e-09,1.887285338496371e-05,0.009241107621671072,2.392326179240161e-07,6.957843554236327e-07,7.028714245794922e-07,0.39056874859639984,7.647489898394642e-07,1.2610692063120274e-08,0.00018872853384963695,0.0008344200495058554,2.1897845014001837e-08,8.87440091713411e-08,9.166677609256488e-08,0.1940460347806501,2.625785381869637e-06,2.615043008579568e-07,0.005116955571530873,156.0,0.019316635292848,5.00363080862034e-07,1.4803127200186066e-06,1.4974096252515492e-06,0.9753540872776278,3.4670092706930474e-06,2.7537606212738913e-07,0.0053245569587654735,4.984984677824933e-08,1.4653521747138437e-07
157,0.009241087258745574,2.0427263046503813e-07,5.946654612268969e-07,6.00467883022564e-07,0.3907395710401465,6.773058541506076e-08,1.117295997629932e-09,1.8873447251885904e-05,0.009241087258745574,2.0427263046503813e-07,5.946654612268969e-07,6.00467883022564e-07,0.3905690903839471,6.773058541506079e-07,1.1172959976298872e-08,0.0001887344725188589,0.0008344182108481967,1.8675577979001735e-08,7.49449569115762e-08,7.733792445773624e-08,0.19404628082082492,2.3203123574588266e-06,2.311257687101852e-07,0.005117078571741221,157.0,0.019316592728339344,4.27220838909078e-07,1.26427587936537e-06,1.2782736905028642e-06,0.9753549422449186,3.0653487970244953e-06,2.43416024684114e-07,0.005324686491511966,4.25645086572779e-08,1.2953274649250834e-07
158,0.009241069871777922,1.7442127875226304e-07,5.082222209531816e-07,5.129728660857628e-07,0.3907397995700824,5.997862158424158e-08,9.897627525169497e-10,1.8873973389562554e-05,0.009241069871777922,1.7442127875226304e-07,5.082222209531816e-07,5.129728660857628e-07,0.39056938509411765,5.997862158424162e-07,9.89762752516969e-09,0.00018873973389562537,0.000834416640902796,1.5929097151579158e-08,6.331077300674615e-08,6.526997901174207e-08,0.19404649705046134,2.0502571793571843e-06,2.042585006946219e-07,0.005117187283106488,158.0,0.01931655638445864,3.6477165465610523e-07,1.0797552149131093e-06,1.0912157111832676e-06,0.9753556817146614,2.7100220167838423e-06,2.1514589097230855e-07,0.005324800990391676,3.634388070355987e-08,1.1449887970995526e-07
159,0.009241055025796708,1.4893199664640834e-07,4.3432805877425603e-07,4.3821756138902975e-07,0.3907399950729709,5.3107501097345994e-08,8.766793321135541e-10,1.8874439435186687e-05,0.009241055025796708,1.4893199664640834e-07,4.3432805877425603e-07,4.3821756138902975e-07,0.39056963926043065,5.310750109734603e-07,8.766793321135727e-09,0.00018874439435186672,0.000834415300394181,1.3587779197117343e-08,5.349858764891137e-08,5.510265123746478e-08,0.1940466871197671,1.8115326765417183e-06,1.8050544704301132e-07,0.005117283352696903,159.0,0.019316525351987596,3.11451772489934e-07,9.221547051974234e-07,9.315377740155243e-07,0.9753563214531688,2.3957151886125245e-06,1.901489196962606e-07,0.005324902186483956,3.103247104424556e-08,1.0119609228018134e-07
160,0.00924104234952162,1.2716748187619734e-07,3.711644297139091e-07,3.743488875970324e-07,0.39074016232296993,4.701808560559746e-08,7.764203811606502e-10,1.8874852203314626e-05,0.00924104234952162,1.2716748187619734e-07,3.711644297139091e-07,3.743488875970324e-07,0.3905698585025865,4.7018085605597493e-07,7.764203811606457e-09,0.00018874852203314612,0.0008344141557978273,1.1591585538008819e-08,4.522051360015924e-08,4.653381081204375e-08,0.19404685422518417,1.600520361233996e-06,1.5950602458140572e-07,0.0051173682467221,160.0,0.019316498854841067,2.659265492904035e-07,7.875493730279774e-07,7.952315860061085e-07,0.9753568750507406,2.1177193028955684e-06,1.6804664877417283e-07,0.005324991620958561,2.6497146528997595e-08,8.943447460472292e-08
161,0.009241031525880282,1.085834624967203e-07,3.1717561293079625e-07,3.1978283411859915e-07,0.3907403054046743,4.162225127603003e-08,6.875332753842292e-10,1.8875217751401594e-05,0.009241031525880282,1.085834624967203e-07,3.1717561293079625e-07,3.1978283411859915e-07,0.39057004765685094,4.162225127603006e-07,6.875332753842527e-09,0.00018875217751401581,0.0008344131784838828,9.889426952256249e-09,3.823452026749351e-08,3.9309760211740954e-08,0.19404700116758633,1.414016890563938e-06,1.4093901586730368e-07,0.005117443264315791,161.0,0.019316476230244448,2.2705635194569685e-07,6.72585746129086e-07,6.788754284489393e-07,0.9753573542291116,1.8718616546002686e-06,1.4850188189653044e-07,0.0053250706595812086,2.2624596619780224e-08,7.903862264766609e-08
162,0.009241022284127938,9.27152158961182e-08,2.7103096290273744e-07,2.7316558675998833e-07,0.39074042781223445,3.684168941172956e-08,6.08749723617106e-10,1.8875541433011525e-05,0.009241022284127938,9.27152158961182e-08,2.7103096290273744e-07,2.7316558675998833e-07,0.3905702108853853,3.684168941172959e-07,6.087497236171506e-09,0.00018875541433011514,0.0008344123440056185,8.437824521389848e-09,3.233709571227585e-08,3.321743254292036e-08,0.19404713040189928,1.2491870220860833e-06,1.2452643293027333e-07,0.005117509548287165,162.0,0.019316456912261495,1.9386825631362623e-07,5.743990215177507e-07,5.79548606062897e-07,0.975357769099519,1.6544456056151087e-06,1.3122267989006194e-07,0.005325140504050292,1.9317982952876678e-08,6.984446908331332e-08
163,0.009241014393008352,7.916578182777916e-08,2.315921132455993e-07,2.3333979198269904e-07,0.39074053253553787,3.2606824964193015e-08,5.389298132019252e-10,1.8875828012056965e-05,0.009241014393008352,7.916578182777916e-08,2.315921132455993e-07,2.3333979198269904e-07,0.3905703517716365,3.2606824964193033e-07,5.38929813201997e-09,0.00018875828012056956,0.0008344116314818968,7.199750859138133e-09,2.7356987128420916e-08,2.8077744537356027e-08,0.19404724408090138,1.1035214041597373e-06,1.1001878174059086e-07,0.005117568112948169,163.0,0.019316440417498602,1.6553131451469645e-07,4.905412136196195e-07,4.947573285027541e-07,0.9753581283880757,1.4621964787658606e-06,1.1594700968581275e-07,0.005325202221080796,1.6494762892366177e-08,6.171703050440042e-08
164,0.009241007655192793,6.759641106904449e-08,1.9788615202014506e-07,1.993170329172974e-07,0.3907406221305666,2.885586910091882e-08,4.770790472483362e-10,1.8876081696571522e-05,0.009241007655192793,6.759641106904449e-08,1.9788615202014506e-07,1.993170329172974e-07,0.3905704733987643,2.8855869100918846e-07,4.770790472483554e-09,0.0001887608169657151,0.000834411023095043,6.143704794748355e-09,2.3150305366163883e-08,2.374041268167526e-08,0.1940473440920336,9.747999475559567e-07,9.720033457009378e-08,0.005117619850166215,164.0,0.01931642633348063,1.4133652693283732e-07,4.18922609406454e-07,4.2237447851627006e-07,0.9753584396213645,1.292214507666064e-06,1.0244820408982568e-07,0.005325256748828501,1.40840179727042e-08,5.452774770511176e-08
165,0.009241001902113825,5.7717741016017963e-08,1.6908078281957945e-07,1.702522894512227e-07,0.3907406987845863,2.5533953193379885e-08,4.222709407575486e-10,1.887630626259776e-05,0.009241001902113825,5.7717741016017963e-08,1.6908078281957945e-07,1.702522894512227e-07,0.3905705784222059,2.553395319337991e-07,4.222709407575819e-09,0.00018876306262597748,0.0008344105036243655,5.242839831533227e-09,1.959583199796237e-08,2.007897118507333e-08,0.1940474320915187,8.61058357504223e-07,8.586841307024398e-08,0.005117665560443202,165.0,0.019316414307852015,1.2067832186356916e-07,3.5775739763712127e-07,3.6058355008751876e-07,0.9753587092983109,1.141931842631402e-06,9.051339341857735e-08,0.005325304929331777,1.2025628614437123e-08,4.818050327540929e-08
166,0.00924099698987112,4.928273744322737e-08,1.44464474605936e-07,1.4542362625812573e-07,0.3907407643681814,2.2592367457739062e-08,3.737227997606216e-10,1.8876505019018676e-05,0.00924099698987112,4.928273744322737e-08,1.44464474605936e-07,1.4542362625812573e-07,0.3905706691281981,2.2592367457739085e-07,3.737227997606561e-09,0.00018876505019018664,0.0008344100600764739,4.4742937107601575e-09,1.6591572547823393e-08,1.698713475552944e-08,0.1940475095326302,7.605590146537051e-07,7.585471365438038e-08,0.00511770594056386,166.0,0.019316404039818713,1.030397685972149e-07,3.0552052175969536e-07,3.078343872717809e-07,0.9753589430290097,1.009075056688835e-06,7.996566445174755e-08,0.005325347495773065,1.0268033302091029e-08,4.256644128841636e-08
