,Susceptible: 0-20,Exposed: 0-20,Infected (symptomatic): 0-20,Asymptomatically Infected: 0-20,Recovered: 0-20,Hospitalised: 0-20,Critical: 0-20,Deaths: 0-20,Susceptible: 20-40,Exposed: 20-40,Infected (symptomatic): 20-40,Asymptomatically Infected: 20-40,Recovered: 20-40,Hospitalised: 20-40,Critical: 20-40,Deaths: 20-40,Susceptible: 40+,Exposed: 40+,Infected (symptomatic): 40+,Asymptomatically Infected: 40+,Recovered: 40+,Hospitalised: 40+,Critical: 40+,Deaths: 40+,Time,Susceptible,Exposed,Infected (symptomatic),Asymptomatically Infected,Recovered,Hospitalised,Critical,Deaths,New Exposure,New Deaths,R0
10,0.3998654518407234,4.5667588094474514e-05,2.0821050562563992e-05,2.0821050562563992e-05,6.719780898056308e-05,3.9262266096933315e-08,4.092647859069536e-10,9.895454120892812e-10,0.39978999217189987,7.801316506003519e-05,3.2601256077556236e-05,3.2601256077556236e-05,8.624228528669214e-05,5.331258133715923e-07,5.261138169405205e-09,1.1478646604433969e-08,0.19995213395244824,1.5398970176878115e-05,7.319456855714438e-06,7.319456855714438e-06,2.5659135019963586e-05,1.555240920811312e-06,1.6937462372022632e-07,4.444130990514463e-07,10.0,0.9996075779650716,0.00013907972333138783,6.074176349583466e-05,6.074176349583466e-05,0.0001790992292872188,2.1276290002798376e-06,1.7504502667553848e-07,4.5688129106796955e-07,4.547548117384004e-05,8.4193775618931e-08,2.0000000000000004
11,0.3998495030633642,4.970249484201091e-05,2.2453498431020558e-05,2.2453498431020558e-05,7.58430043631788e-05,4.2785469629181655e-08,4.506346130010651e-10,1.2044641521185083e-09,0.3997617017773651,8.583648323252226e-05,3.598154980210571e-05,3.598154980210571e-05,9.987890480142621e-05,5.994586070400742e-07,5.987679349690943e-09,1.4288710197311992e-08,0.19994660478899884,1.6894261342098198e-05,7.823529971756407e-06,7.823529971756407e-06,2.8482636017782653e-05,1.6571184241215851e-06,1.8190640252798908e-07,5.322288711924524e-07,11.0,0.9995578096297282,0.00015243323941663137,6.625857820488267e-05,6.625857820488267e-05,0.0002042045451823877,2.299362500790841e-06,1.883447164906811e-07,5.47722045541883e-07,4.9768335343425285e-05,9.084075447391342e-08,2.0000000000000004
12,0.3998321201732947,5.4116389608187334e-05,2.426890419661779e-05,2.426890419661779e-05,8.517715131080356e-05,4.654327520219378e-08,4.936628135858356e-10,1.440454861488518e-09,0.399730648360795,9.437876449889274e-05,3.967677312868597e-05,3.967677312868597e-05,0.00011492378071572826,6.713032301269896e-07,6.769058755220936e-09,1.747544396271617e-08,0.19994054268114675,1.8531287772838673e-05,8.41378371363987e-06,8.41378371363987e-06,3.150972499409088e-05,1.767630952944952e-06,1.9473858817077346e-07,6.263691180179797e-07,12.0,0.9995033112152365,0.00016702644187991875,7.235946103894362e-05,7.235946103894362e-05,0.00023161065702062268,2.4854774582741354e-06,2.0200130973958022e-07,6.452850168421844e-07,5.449841449167714e-05,9.756297130030141e-08,2.0000000000000004
13,0.3998131560794228,5.895581237264577e-05,2.6279750541814466e-05,2.6279750541814466e-05,9.527579042930155e-05,5.0579222174405206e-08,5.389643900276195e-10,1.6985048572882852e-09,0.39969656224627953,0.00010372003420174588,4.371591835477955e-05,4.371591835477955e-05,0.00013150795145930414,7.492509560647728e-07,7.612328090636934e-09,2.1068065510609514e-08,0.19993389422841215,2.0326031421592546e-05,9.091580369030722e-06,9.091580369030722e-06,3.477223750775235e-05,1.8890258981585472e-06,2.0823760471371923e-07,7.270784176191982e-07,13.0,0.9994436125541144,0.0001830018779959842,7.908724926562473e-05,7.908724926562473e-05,0.000261555979396358,2.6888560763977253e-06,2.1638889719438378e-07,7.49844987987096e-07,5.969866112209843e-05,1.0455997114491165e-07,2.0000000000000004
14,0.3997924518512439,6.426745057324827e-05,2.8501577438553774e-05,2.8501577438553774e-05,0.00010622003930131301,5.49369758819209e-08,5.871322667546126e-10,1.9798961044276502e-09,0.3996591505407885,0.00011394308211931816,4.8132039017710794e-05,4.8132039017710794e-05,0.00014977473549679358,8.339393792690831e-07,8.524878307493361e-09,2.5099302257366222e-08,0.1999266016356406,2.2294813322949317e-05,9.859881942931188e-06,9.859881942931188e-06,3.830291419611973e-05,2.0233671939383946e-06,2.227331066658269e-07,8.347726538959725e-07,14.0,0.999378204027673,0.00020050534601551574,8.649349839919576e-05,8.649349839919576e-05,0.0002942976889942263,2.9122435490893986e-06,2.3184511724007486e-07,8.618518522577664e-07,6.540852644143502e-05,1.120068642706704e-07,2.0000000000000004
15,0.3997698345829276,7.010010578331731e-05,3.0952474686575425e-05,3.0952474686575425e-05,0.00011809777553384673,5.966143554513594e-08,6.387311307804305e-10,2.2862151877482922e-09,0.39961809344605076,0.0001251363876080496,5.296176900596272e-05,5.296176900596272e-05,0.0001698814444859012,9.260637147688092e-07,9.514258580003583e-09,2.9605869846103982e-08,0.1999186019656984,2.4454930800774785e-05,1.0722996193099298e-05,1.0722996193099298e-05,4.213594797673151e-05,2.172615164324774e-06,2.385196487374737e-07,9.500283248313975e-07,15.0,0.9993065299946768,0.00021969142419214172,9.463723988563743e-05,9.463723988563743e-05,0.00033011516799647943,3.1583403146387194e-06,2.4867263844825773e-07,9.819204098652498e-07,7.16740329961274e-05,1.2006855760748334e-07,2.0000000000000004
16,0.3997451156811404,7.650577682539561e-05,3.365289309293461e-05,3.365289309293461e-05,0.00013100464261306226,6.479957602681768e-08,6.943519257340215e-10,2.619307065329101e-09,0.3995730414418013,0.00013739519461994422,5.8245552786713426e-05,5.8245552786713426e-05,0.00019200065925757784,1.0263817037508723e-06,1.0589078530269584e-08,3.462796528475866e-08,0.19990982656418504,2.6824926613539705e-05,1.1686476761543635e-05,1.1686476761543635e-05,4.630743381900966e-05,2.3386881508378157e-06,2.558768578214361e-07,1.0735568506769497e-06,16.0,0.9992279836871267,0.00024072589805887952,0.00010358492264119168,0.00010358492264119168,0.0003693127356896498,3.4298694306155056e-06,2.671602882774397e-07,1.1108041230270376e-06,7.854630755010916e-05,1.288837131617878e-07,2.0000000000000004
17,0.39971808915548257,8.354027306880284e-05,3.6625780477823696e-05,3.6625780477823696e-05,0.0001450448736898678,7.040089720056311e-08,7.545722838108211e-10,2.9813333807976737e-09,0.39952361203843856,0.00015082284948962114,6.402778642788565e-05,6.402778642788565e-05,0.0002163218488995686,1.135721628043959e-06,1.1758074508647145e-08,4.021061369706403e-08,0.19990020040609263,2.942487474272091e-05,1.2757073143090822e-05,1.2757073143090822e-05,5.0855790188084074e-05,2.5235080929315992e-06,2.7506413913226854e-07,1.2062104583256099e-06,17.0,0.9991419016000138,0.0002637879973011449,0.00011341064004880017,0.00011341064004880017,0.0004122225127775205,3.7296306181761216e-06,2.875767859247265e-07,1.2494024054034716e-06,8.608208711291532e-05,1.385982823764341e-07,2.0000000000000004
18,0.39968852966233764,9.126422996811646e-05,3.9896508453376894e-05,3.9896508453376894e-05,0.0001603323778463767,7.65181961207323e-08,8.20001592936984e-10,3.3747431403879417e-09,0.3994693863949245,0.0001655320540018647,7.035707047456095e-05,7.035707047456095e-05,0.00024305298660649843,1.2549892765041361e-06,1.3030989366737929e-08,4.6403251870175005e-08,0.19988964141591473,3.2276657675232776e-05,1.3942690488069572e-05,1.3942690488069572e-05,5.582219472093901e-05,2.729046882518896e-06,2.9633639377785853e-07,1.3489674366573498e-06,18.0,0.9990475574731769,0.0002890729416452139,0.0001241962694160074,0.0001241962694160074,0.00045920755917381413,4.060554355143765e-06,3.1018738473753344e-07,1.3987454316679128e-06,9.434412683695381e-05,1.4934302626444115e-07,2.0000000000000004
19,0.3996561905397164,9.97438243414211e-05,4.349299441939926e-05,4.349299441939926e-05,0.00017699174539507242,8.320813234304239e-08,8.912721569682443e-10,3.802303581037313e-09,0.3994099057160944,0.00018164609794358097,7.728649681414402e-05,7.728649681414402e-05,0.00027242233756149837,1.3851759745234428e-06,1.4418255517028553e-08,5.326054192353048e-08,0.19987805974590567,3.5404228264423587e-05,1.5252381563999401e-05,1.5252381563999401e-05,6.125101645968725e-05,2.957366214225596e-06,3.199450595403739e-07,1.5029349684415683e-06,19.0,0.9989441560017165,0.00031679415054942564,0.00013603187279754268,0.00013603187279754268,0.000510665099416258,4.4257503210920815e-06,3.352545872143707e-07,1.5599978139461361e-06,0.0001034014714603737,1.6125238227822333e-07,2.0000000000000004
20,0.3996208018574979,0.00010905117655091482,4.7445973305479565e-05,4.7445973305479565e-05,0.00019515925147550723,9.053169846519503e-08,9.690615953643885e-10,4.267104448376671e-09,0.3993446676895701,0.00019929949568583987,8.487421574639738e-05,8.487421574639738e-05,0.0003046802442245149,1.5273650893263667e-06,1.5931395994061005e-08,6.084254116512088e-08,0.19986535706340722,3.883374653705443e-05,1.6696413779142417e-05,1.6696413779142417e-05,6.719022076339781e-05,3.2106472183463613e-06,3.461485636718541e-07,1.6693459520271236e-06,20.0,0.9988308266104753,0.00034718441877380914,0.00014901660283101937,0.00014901660283101937,0.00056702971646342,4.8285440061379226e-06,3.630490212612795e-07,1.734455597640621e-06,0.00011332939124120145,1.744577836944849e-07,2.0000000000000004
21,0.3995820680340319,0.00011926525951046973,5.178911866763279e-05,5.178911866763279e-05,0.00021498408754798732,9.855489540685564e-08,1.0540999492289598e-09,4.772578736532258e-09,0.399273122137186,0.00021863952408323568,9.318374556148164e-05,9.318374556148164e-05,0.0003401013071864421,1.6827421024377808e-06,1.7583180636232272e-08,6.921513804565956e-08,0.19985142568377037,4.259389362585683e-05,1.8286288500445268e-05,1.8286288500445268e-05,7.369184043606651e-05,3.4912257733008923e-06,3.7521636321894095e-07,1.849563030273612e-06,21.0,0.9987066158549883,0.0003804986772195623,0.0001632591527295597,0.0001632591527295597,0.000628777235170496,5.272522771145528e-06,3.938536438044022e-07,1.9235507470558036e-06,0.00012421075548696425,1.8909514941518262e-07,2.0000000000000004
22,0.39953966560420384,0.0001304721498336529,5.6559472187596306e-05,5.6559472187596306e-05,0.00023662948273057285,1.0734914879944278e-07,1.1471649680050507e-09,5.3225426713734e-09,0.3991946668698754,0.00023982676335290764,0.00010228471200736021,0.00010228471200736021,0.0003789865023543596,1.8526020326844467e-06,1.9387290425150804e-08,7.845107931902096e-08,0.19983614774154476,4.6715987607658884e-05,2.00348561959664e-05,2.00348561959664e-05,8.081242122761847e-05,3.801618610452368e-06,4.07431156767173e-07,2.0450874607879413e-06,22.0,0.998570480215624,0.00041701490079421944,0.00017887904039092293,0.00017887904039092293,0.0006964284063125509,5.761569791936257e-06,4.2796561216032884e-07,2.1288610827783357e-06,0.00013613563936432094,2.053103357225321e-07,2.0000000000000004
23,0.39949324030483313,0.000142766300791261,6.179750835402903e-05,6.179750835402903e-05,0.0002602742152024344,1.1699215364050062e-07,1.249091842579579e-09,5.921219358759208e-09,0.3991086423779752,0.000263037282396133,0.00011225305957625223,0.00011225305957625223,0.00042166586867156436,2.0383628359688975e-06,2.135867520102217e-08,8.863029323851934e-08,0.19981939413376018,5.1234419377256695e-05,2.1956335627889157e-05,2.1956335627889157e-05,8.861355778644935e-05,4.144558079968027e-06,4.4309179240698596e-07,2.2575679479476e-06,23.0,0.9984212768165684,0.0004570380025646507,0.0001960069035581704,0.0001960069035581704,0.0007705536416604481,6.299913069577425e-06,4.656995594505877e-07,2.3521194605448787e-06,0.00014920339905555302,2.2325837776654294e-07,2.0000000000000004
24,0.3994424043802972,0.00015625092814835462,6.75475988933183e-05,6.75475988933183e-05,0.0002861139913079636,1.2756840506866082e-07,1.3607943296166935e-09,6.573260105323633e-09,0.39901432688596616,0.0002884633298648917,0.00012317190381329273,0.00012317190381329273,0.0004685010478667039,2.2415744076037954e-06,2.3513891146367895e-08,9.984037674454158e-08,0.19980102353028822,5.6186798123598705e-05,2.4066460880304596e-05,2.4066460880304596e-05,9.716240340731636e-05,4.523017857739104e-06,4.82522740681696e-07,2.488805821826959e-06,24.0,0.9982577547965517,0.0005009010561368451,0.00021478596358691563,0.00021478596358691563,0.0008517774425819839,6.89216067041156e-06,5.073974261576806e-07,2.5952194586768244e-06,0.00016352202001679306,2.4309999813194576e-07,2.0000000000000004
