"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",0.853927121751682,0.505572556878906,0.299710990414481,0.193280414708758,0.359483364358228,0.637259869031911,0.691475367198392,0.720742003819534,0.447628911329247,0.242783453291663,0.233231611290005,0.327037408081747,0.144572636871835,0.116991954378264,0.0535759653634974,0.0249499420974603
"2",0.514601457625715,2.32585496904814,0.672686911756536,0.27317667572135,0.203752913419961,0.367533128658721,0.740459578491699,1.02342605482748,0.677198348506561,0.216331222766962,0.123230230922546,0.262724624078533,0.142140788810109,0.102898263140279,0.0950742395026991,0.0244411277428178
"3",0.283232537662666,1.06063539665578,3.35694229547132,0.740031989097436,0.390638220998985,0.276217724929992,0.49459362539905,0.832927641195069,0.862133349971368,0.466054688339512,0.195166444187868,0.137005370143374,0.106104206077117,0.103844548401464,0.109097129027551,0.0330742929509821
"4",0.153187342523169,0.340480632014347,1.76527010225213,6.11336780523849,1.85972106115351,0.791242737370496,0.579356668999028,0.829838768409172,1.18953889743635,1.05789684247909,0.44529253035667,0.25016930063094,0.117437200773197,0.0881863016341327,0.0446169236861359,0.040308920407512
"5",0.438545354948635,0.227204686048743,0.388997261545854,2.66474303916091,5.08830960005121,2.50444290220862,1.39214311791627,1.26289709945976,1.40336513122023,1.52851813013228,0.843106068741823,0.623780620960518,0.155818903502736,0.0880253149024026,0.051056728775976,0.0397908747512438
"6",0.790120962973284,0.331001008517235,0.184412583700016,0.771684944721837,2.35025548784428,3.1592300962211,1.96363792440602,1.57683169727015,1.3378293060128,1.10149323044027,1.01572588967153,0.579591174847736,0.245846561926714,0.0722762483943711,0.0485598238549448,0.0326525458851224
"7",0.574780110491915,0.79007753178707,0.622581863798726,0.415099920153518,1.17467459378009,1.71923891244545,2.34587348227389,1.95104627821027,1.45717754560052,1.09139080671018,0.766631377107891,0.649027945958077,0.364634023823443,0.0752313398212632,0.0487119603730201,0.0311615258801638
"8",0.510984445853199,0.796247545636442,0.841558405277476,0.780769413419456,0.886700587545199,1.50713422607886,1.80792468443691,2.73430109314517,2.17929041724254,1.35998266758591,0.853606478863224,0.60353459481558,0.371318984335443,0.165742916854043,0.220285136997948,0.0718789185563505
"9",0.247935985874546,0.414909742060022,0.737093250129083,1.26010408816982,1.26115740686647,1.34144914697375,1.68175719650926,2.11917071611426,2.70066485697246,1.93564738917383,1.09758073467679,0.471550863745091,0.280293761790136,0.273444367772353,0.183140834920979,0.129546380763276
"10",0.106175514430382,0.2735666925928,0.446160878218651,1.016804801564,1.32269195919588,1.19275962062294,1.25851762805006,1.44784300704541,1.64381920699602,1.8490070034294,1.25216342627507,0.52700330502221,0.211672565498499,0.113460634570916,0.128588090068768,0.0479595619765329
"11",0.176987133713917,0.196749903142035,0.288892490682386,0.56333730773005,0.917299178541024,1.3362637461483,1.07002201050647,1.09638408975173,1.5320453491619,1.49138486279109,1.17944589672251,0.770658370182987,0.22869036190682,0.10008666230504,0.0439688706257523,0.0293566438738557
"12",0.150213280179393,0.262478671097262,0.2225707961494,0.368751437178432,0.658066511018889,1.07847116289174,1.24373301532719,1.12235103618945,1.23316226596116,0.909218415842342,0.946535892994318,1.14296054332885,0.538190681505633,0.175713893349598,0.0724683526455919,0.0390395977150976
"13",0.116201618455318,0.121336750801015,0.0908707597003864,0.188802781837342,0.349633926423814,0.534077749194025,0.582600064449293,0.764705704790656,0.691934651765582,0.573687050280939,0.409573277543387,0.56673221774343,0.446711974591412,0.257930455960419,0.165941842786393,0.0483111938468285
"14",0.0746080304653217,0.0791412229223902,0.0576974451079998,0.0575514799070005,0.19611419613991,0.249992803176925,0.326119841858394,0.458437598676546,0.374072798753286,0.266836552482945,0.193190764289823,0.299400447033709,0.316647727582113,0.327360584502343,0.193991494657613,0.0683631015334138
"15",0.0256755015793498,0.053262419455197,0.0945516605909407,0.132320393324436,0.133210649663357,0.157442967783263,0.165868414542643,0.281376545023906,0.340113800586259,0.252165783516551,0.134215777366073,0.181195644760861,0.261206054734959,0.222693285285293,0.23258593377116,0.175087154199991
"16",0.0383669141572842,0.0406758722232004,0.0549653643721425,0.0385779028368705,0.064241807274031,0.0808972219146775,0.151501202808999,0.150251760117192,0.163986363223544,0.186330088121962,0.140292373304923,0.112212046421057,0.0933501810347022,0.103671385522032,0.124184017299263,0.0543091463865342
